cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,         density,      x-velocity,    y-coordinate,    z-coordinate,     x-face-area
      1712, 1.200000010E-02,-3.963847645E-03,-6.669387221E-03, 6.140000153E+01,-3.465286493E+00,-3.963846248E-03,-6.669388618E-03, 0.000000000E+00
      1713, 1.200000010E-02,-4.003295675E-03,-6.498361472E-03, 6.140000153E+01,-3.460345745E+00,-4.003297072E-03,-6.498361938E-03, 0.000000000E+00
      1714, 1.200000010E-02,-3.966304008E-03,-6.329384167E-03, 6.140000153E+01,-3.376954317E+00,-3.966228105E-03,-6.329359487E-03, 0.000000000E+00
      1715, 1.200000010E-02,-3.964801319E-03,-6.370901596E-03, 6.140000153E+01,-3.391673803E+00,-3.964768723E-03,-6.370882038E-03, 0.000000000E+00
      1716, 1.200000010E-02,-4.188775085E-03,-6.201537326E-03, 6.140000153E+01,-2.948685408E+00,-4.188673571E-03,-6.201382726E-03, 0.000000000E+00
      1717, 1.200000010E-02,-4.134224262E-03,-7.051889785E-03, 6.140000153E+01,-3.236522913E+00,-4.134244751E-03,-7.051833440E-03, 0.000000000E+00
      1718, 1.200000010E-02,-4.121663980E-03,-5.989994388E-03, 6.140000153E+01,-2.582907438E+00,-4.121676553E-03,-5.991439335E-03, 0.000000000E+00
      1719, 1.200000010E-02,-3.964106552E-03,-6.413061172E-03, 6.140000153E+01,-3.404527426E+00,-3.964096308E-03,-6.413057912E-03, 0.000000000E+00
      1720, 1.200000010E-02,-3.928415477E-03,-6.286622956E-03, 6.140000153E+01,-3.268116236E+00,-3.928324673E-03,-6.286444608E-03, 0.000000000E+00
      1721, 1.200000010E-02,-4.102898296E-03,-6.259079557E-03, 6.140000153E+01,-3.317654610E+00,-4.102320410E-03,-6.257319823E-03, 0.000000000E+00
      1722, 1.200000010E-02,-3.992863465E-03,-7.095464971E-03, 6.140000153E+01,-3.131324291E+00,-3.992494661E-03,-7.095360663E-03, 0.000000000E+00
      1723, 1.200000010E-02,-4.121709615E-03,-6.541117560E-03, 6.140000153E+01,-3.463833570E+00,-4.121710546E-03,-6.541116629E-03, 0.000000000E+00
      1724, 1.200000010E-02,-4.082213156E-03,-6.455619819E-03, 6.140000153E+01,-3.460237980E+00,-4.082213622E-03,-6.455622148E-03, 0.000000000E+00
      1725, 1.200000010E-02,-3.985063173E-03,-7.006390020E-03, 6.140000153E+01,-3.382493973E+00,-3.984945826E-03,-7.006114814E-03, 0.000000000E+00
      1726, 1.200000010E-02,-4.042762332E-03,-6.498358212E-03, 6.140000153E+01,-3.474009752E+00,-4.042765591E-03,-6.498359144E-03, 0.000000000E+00
      1727, 1.200000010E-02,-3.924509510E-03,-6.712076720E-03, 6.140000153E+01,-3.438053131E+00,-3.924503457E-03,-6.712085567E-03, 0.000000000E+00
      1728, 1.200000010E-02,-3.969668876E-03,-6.289193407E-03, 6.140000153E+01,-3.360608339E+00,-3.969447222E-03,-6.289032288E-03, 0.000000000E+00
      1729, 1.200000010E-02,-4.021791741E-03,-6.865739357E-03, 6.140000153E+01,-3.488412142E+00,-4.022369161E-03,-6.867473945E-03, 0.000000000E+00
      1730, 1.200000010E-02,-4.200653173E-03,-6.626635324E-03, 6.140000153E+01,-3.363883018E+00,-4.200655036E-03,-6.626635324E-03, 0.000000000E+00
      1731, 1.200000010E-02,-3.985983320E-03,-6.073887460E-03, 6.140000153E+01,-3.087980986E+00,-3.986183554E-03,-6.073871627E-03, 0.000000000E+00
      1732, 1.200000010E-02,-4.005386494E-03,-6.330118980E-03, 6.140000153E+01,-3.411711931E+00,-4.005348310E-03,-6.330209319E-03, 0.000000000E+00
      1733, 1.200000010E-02,-3.924333490E-03,-6.583881564E-03, 6.140000153E+01,-3.395160198E+00,-3.924333956E-03,-6.583881099E-03, 0.000000000E+00
      1734, 1.200000010E-02,-4.003327806E-03,-6.669377908E-03, 6.140000153E+01,-3.481483698E+00,-4.003330134E-03,-6.669374183E-03, 0.000000000E+00
      1735, 1.200000010E-02,-4.158630036E-03,-6.795409136E-03, 6.140000153E+01,-3.443561316E+00,-4.158725496E-03,-6.795439869E-03, 0.000000000E+00
      1736, 1.200000010E-02,-4.085299559E-03,-7.006155327E-03, 6.140000153E+01,-3.424932241E+00,-4.085221794E-03,-7.005987689E-03, 0.000000000E+00
      1737, 1.200000010E-02,-4.042775370E-03,-6.455617491E-03, 6.140000153E+01,-3.464857817E+00,-4.042779095E-03,-6.455619354E-03, 0.000000000E+00
      1738, 1.200000010E-02,-4.004151560E-03,-6.753907539E-03, 6.140000153E+01,-3.486168623E+00,-4.004139919E-03,-6.753873546E-03, 0.000000000E+00
      1739, 1.200000010E-02,-4.121654667E-03,-6.455641240E-03, 6.140000153E+01,-3.436543941E+00,-4.121654667E-03,-6.455644034E-03, 0.000000000E+00
      1740, 1.200000010E-02,-4.034961574E-03,-6.214919500E-03, 6.140000153E+01,-3.338949919E+00,-4.035991151E-03,-6.215622649E-03, 0.000000000E+00
      1741, 1.200000010E-02,-4.129075911E-03,-6.028725300E-03, 6.140000153E+01,-2.725747347E+00,-4.129478708E-03,-6.028791424E-03, 0.000000000E+00
      1742, 1.200000010E-02,-3.976731095E-03,-6.249374710E-03, 6.140000153E+01,-3.343007326E+00,-3.976649605E-03,-6.248773076E-03, 0.000000000E+00
      1743, 1.200000010E-02,-3.989687189E-03,-6.030114368E-03, 6.140000153E+01,-2.922388554E+00,-3.989507444E-03,-6.029954646E-03, 0.000000000E+00
      1744, 1.200000010E-02,-4.198618699E-03,-6.328643765E-03, 6.140000153E+01,-3.161270142E+00,-4.198677372E-03,-6.328565069E-03, 0.000000000E+00
      1745, 1.200000010E-02,-3.964781296E-03,-6.754113361E-03, 6.140000153E+01,-3.475453377E+00,-3.964752425E-03,-6.754121743E-03, 0.000000000E+00
      1746, 1.200000010E-02,-4.196364898E-03,-6.286928896E-03, 6.140000153E+01,-3.101470470E+00,-4.196464084E-03,-6.286745425E-03, 0.000000000E+00
      1747, 1.200000010E-02,-4.200423602E-03,-6.413001567E-03, 6.140000153E+01,-3.254437447E+00,-4.200440366E-03,-6.412983872E-03, 0.000000000E+00
      1748, 1.200000010E-02,-4.161186051E-03,-6.541118026E-03, 6.140000153E+01,-3.423983812E+00,-4.161186982E-03,-6.541117560E-03, 0.000000000E+00
      1749, 1.200000010E-02,-4.160890821E-03,-6.711895578E-03, 6.140000153E+01,-3.447543144E+00,-4.160896875E-03,-6.711889990E-03, 0.000000000E+00
      1750, 1.200000010E-02,-4.044225439E-03,-6.838412024E-03, 6.140000153E+01,-3.486556530E+00,-4.045777488E-03,-6.838844158E-03, 0.000000000E+00
      1751, 1.200000010E-02,-3.999248613E-03,-5.990928970E-03, 6.140000153E+01,-2.741397381E+00,-3.999579698E-03,-5.992089864E-03, 0.000000000E+00
      1752, 1.200000010E-02,-4.036828876E-03,-7.050449960E-03, 6.140000153E+01,-3.357551098E+00,-4.036765546E-03,-7.050251123E-03, 0.000000000E+00
      1753, 1.200000010E-02,-3.926181700E-03,-6.328365766E-03, 6.140000153E+01,-3.286223412E+00,-3.926123492E-03,-6.328277756E-03, 0.000000000E+00
      1754, 1.200000010E-02,-3.925086465E-03,-6.370536052E-03, 6.140000153E+01,-3.303994656E+00,-3.925065510E-03,-6.370508112E-03, 0.000000000E+00
      1755, 1.200000010E-02,-3.963809460E-03,-6.583881564E-03, 6.140000153E+01,-3.447885990E+00,-3.963809926E-03,-6.583880633E-03, 0.000000000E+00
      1756, 1.200000010E-02,-3.928391263E-03,-6.838221103E-03, 6.140000153E+01,-3.436046839E+00,-3.928291611E-03,-6.838394795E-03, 0.000000000E+00
      1757, 1.200000010E-02,-4.085554741E-03,-7.050778717E-03, 6.140000153E+01,-3.344015837E+00,-4.085612949E-03,-7.050625980E-03, 0.000000000E+00
      1758, 1.200000010E-02,-3.943696152E-03,-6.033434998E-03, 6.140000153E+01,-2.743433952E+00,-3.945054021E-03,-6.034072489E-03, 0.000000000E+00
      1759, 1.200000010E-02,-4.183558747E-03,-6.113369018E-03, 6.140000153E+01,-2.724042177E+00,-4.183507990E-03,-6.113413256E-03, 0.000000000E+00
      1760, 1.200000010E-02,-4.003284499E-03,-6.583880633E-03, 6.140000153E+01,-3.472638369E+00,-4.003285896E-03,-6.583880167E-03, 0.000000000E+00
      1761, 1.200000010E-02,-4.120970611E-03,-6.753881928E-03, 6.140000153E+01,-3.475440741E+00,-4.120988771E-03,-6.753842812E-03, 0.000000000E+00
      1762, 1.200000010E-02,-3.924557939E-03,-6.412965711E-03, 6.140000153E+01,-3.321040154E+00,-3.924548160E-03,-6.412951276E-03, 0.000000000E+00
      1763, 1.200000010E-02,-4.043641035E-03,-6.796313915E-03, 6.140000153E+01,-3.488092184E+00,-4.043951165E-03,-6.796243601E-03, 0.000000000E+00
      1764, 1.200000010E-02,-4.003333393E-03,-6.455630064E-03, 6.140000153E+01,-3.451554298E+00,-4.003336187E-03,-6.455632858E-03, 0.000000000E+00
      1765, 1.200000010E-02,-3.931960557E-03,-6.879950874E-03, 6.140000153E+01,-3.420097828E+00,-3.931930289E-03,-6.880213041E-03, 0.000000000E+00
      1766, 1.200000010E-02,-4.200663418E-03,-6.541118026E-03, 6.140000153E+01,-3.337044716E+00,-4.200664349E-03,-6.541117560E-03, 0.000000000E+00
      1767, 1.200000010E-02,-4.083417356E-03,-6.073420402E-03, 6.140000153E+01,-3.045548439E+00,-4.083507694E-03,-6.073464639E-03, 0.000000000E+00
      1768, 1.200000010E-02,-3.966315184E-03,-6.795540452E-03, 6.140000153E+01,-3.477025986E+00,-3.966233693E-03,-6.795563269E-03, 0.000000000E+00
      1769, 1.200000010E-02,-4.192672670E-03,-6.244987715E-03, 6.140000153E+01,-3.033434391E+00,-4.192705732E-03,-6.244706921E-03, 0.000000000E+00
      1770, 1.200000010E-02,-4.200621508E-03,-6.669374183E-03, 6.140000153E+01,-3.370706320E+00,-4.200624768E-03,-6.669377442E-03, 0.000000000E+00
      1771, 1.200000010E-02,-4.035022110E-03,-7.005507126E-03, 6.140000153E+01,-3.435500622E+00,-4.035100341E-03,-7.005343214E-03, 0.000000000E+00
      1772, 1.200000010E-02,-4.034710582E-03,-6.073782220E-03, 6.140000153E+01,-3.124575853E+00,-4.034769721E-03,-6.074077915E-03, 0.000000000E+00
      1773, 1.200000010E-02,-4.200664349E-03,-6.583881099E-03, 6.140000153E+01,-3.352682352E+00,-4.200665746E-03,-6.583880633E-03, 0.000000000E+00
      1774, 1.200000010E-02,-4.004144575E-03,-6.371097174E-03, 6.140000153E+01,-3.427792311E+00,-4.004135728E-03,-6.371126045E-03, 0.000000000E+00
      1775, 1.200000010E-02,-4.134477116E-03,-6.116053089E-03, 6.140000153E+01,-2.974992037E+00,-4.134391434E-03,-6.116059143E-03, 0.000000000E+00
      1776, 1.200000010E-02,-3.926183097E-03,-6.796584465E-03, 6.140000153E+01,-3.442814350E+00,-3.926121164E-03,-6.796667352E-03, 0.000000000E+00
      1777, 1.200000010E-02,-4.003526643E-03,-6.413084455E-03, 6.140000153E+01,-3.440941811E+00,-4.003537353E-03,-6.413099822E-03, 0.000000000E+00
      1778, 1.200000010E-02,-3.963817842E-03,-6.626640446E-03, 6.140000153E+01,-3.456614494E+00,-3.963818308E-03,-6.626640912E-03, 0.000000000E+00
      1779, 1.200000010E-02,-4.007937387E-03,-6.832330488E-03, 6.140000153E+01,-3.485975742E+00,-4.007403739E-03,-6.832116749E-03, 0.000000000E+00
      1780, 1.200000010E-02,-3.989177290E-03,-7.051357068E-03, 6.140000153E+01,-3.290757179E+00,-3.989059012E-03,-7.051067892E-03, 0.000000000E+00
      1781, 1.200000010E-02,-4.086664412E-03,-6.163717713E-03, 6.140000153E+01,-3.219508410E+00,-4.086437169E-03,-6.163880695E-03, 0.000000000E+00
      1782, 1.200000010E-02,-4.161168821E-03,-6.498366594E-03, 6.140000153E+01,-3.408177853E+00,-4.161169752E-03,-6.498366129E-03, 0.000000000E+00
      1783, 1.200000010E-02,-3.925060853E-03,-6.754483096E-03, 6.140000153E+01,-3.443186998E+00,-3.925031051E-03,-6.754517555E-03, 0.000000000E+00
      1784, 1.200000010E-02,-4.200432450E-03,-6.711997557E-03, 6.140000153E+01,-3.373573065E+00,-4.200448748E-03,-6.712013856E-03, 0.000000000E+00
      1785, 1.200000010E-02,-4.198629409E-03,-6.796373054E-03, 6.140000153E+01,-3.369217157E+00,-4.198685288E-03,-6.796448492E-03, 0.000000000E+00
      1786, 1.200000010E-02,-4.160188138E-03,-6.754004862E-03, 6.140000153E+01,-3.446183920E+00,-4.160212353E-03,-6.753996480E-03, 0.000000000E+00
      1787, 1.200000010E-02,-4.199817311E-03,-6.370675750E-03, 6.140000153E+01,-3.212459087E+00,-4.199847113E-03,-6.370643619E-03, 0.000000000E+00
      1788, 1.200000010E-02,-4.082226194E-03,-6.498359609E-03, 6.140000153E+01,-3.471801996E+00,-4.082226660E-03,-6.498360541E-03, 0.000000000E+00
      1789, 1.200000010E-02,-3.943248652E-03,-7.053041365E-03, 6.140000153E+01,-3.148771286E+00,-3.943254706E-03,-7.052541710E-03, 0.000000000E+00
      1790, 1.200000010E-02,-4.132107832E-03,-6.072496064E-03, 6.140000153E+01,-2.865008593E+00,-4.132168368E-03,-6.072672550E-03, 0.000000000E+00
      1791, 1.200000010E-02,-4.035844468E-03,-6.163702346E-03, 6.140000153E+01,-3.284558535E+00,-4.036237951E-03,-6.163828541E-03, 0.000000000E+00
      1792, 1.200000010E-02,-3.950477578E-03,-7.093670778E-03, 6.140000153E+01,-3.010959864E+00,-3.951777238E-03,-7.093247492E-03, 0.000000000E+00
      1793, 1.200000010E-02,-4.005406983E-03,-6.794808432E-03, 6.140000153E+01,-3.485961676E+00,-4.005366005E-03,-6.794712972E-03, 0.000000000E+00
      1794, 1.200000010E-02,-4.034952726E-03,-6.117984187E-03, 6.140000153E+01,-3.218429804E+00,-4.035226535E-03,-6.117949262E-03, 0.000000000E+00
      1795, 1.200000010E-02,-4.084957764E-03,-6.117679179E-03, 6.140000153E+01,-3.142589092E+00,-4.084839951E-03,-6.117646117E-03, 0.000000000E+00
      1796, 1.200000010E-02,-4.003295675E-03,-6.626637653E-03, 6.140000153E+01,-3.476874113E+00,-4.003297072E-03,-6.626635790E-03, 0.000000000E+00
      1797, 1.200000010E-02,-4.199829884E-03,-6.754329428E-03, 6.140000153E+01,-3.372957468E+00,-4.199858755E-03,-6.754359230E-03, 0.000000000E+00
      1798, 1.200000010E-02,-4.179255571E-03,-6.071085576E-03, 6.140000153E+01,-2.607864857E+00,-4.179084674E-03,-6.071453914E-03, 0.000000000E+00
      1799, 1.200000010E-02,-4.172650166E-03,-6.030797027E-03, 6.140000153E+01,-2.495052576E+00,-4.171300214E-03,-6.031167228E-03, 0.000000000E+00
      1800, 1.200000010E-02,-4.121694248E-03,-6.498365663E-03, 6.140000153E+01,-3.452241898E+00,-4.121696111E-03,-6.498365663E-03, 0.000000000E+00
      1801, 1.200000010E-02,-3.817740828E-03,-8.895520121E-03, 6.140000153E+01,-1.874609441E-01,-3.817572026E-03,-8.893849328E-03, 5.676014790E-15
      1802, 1.200000010E-02,-3.823986975E-03,-8.887015283E-03, 6.140000153E+01,-5.718898177E-01,-3.823899198E-03,-8.885233663E-03, 0.000000000E+00
      1803, 1.200000010E-02,-3.831482492E-03,-8.876808919E-03, 6.140000153E+01,-9.822190404E-01,-3.831514856E-03,-8.874863386E-03, 0.000000000E+00
      1804, 1.200000010E-02,-3.840476507E-03,-8.864562027E-03, 6.140000153E+01,-1.397417426E+00,-3.840708639E-03,-8.862345479E-03, 0.000000000E+00
      1805, 1.200000010E-02,-3.851269837E-03,-8.849864826E-03, 6.140000153E+01,-1.786977768E+00,-3.851906862E-03,-8.847096004E-03, 0.000000000E+00
      1806, 1.200000010E-02,-3.826237749E-03,-8.943030611E-03, 6.140000153E+01,-2.123556137E-01,-3.826020285E-03,-8.942280896E-03,-6.633582149E-15
      1807, 1.200000010E-02,-3.830243833E-03,-8.933808655E-03, 6.140000153E+01,-6.364745498E-01,-3.830080386E-03,-8.933061734E-03, 0.000000000E+00
      1808, 1.200000010E-02,-3.835051320E-03,-8.922743611E-03, 6.140000153E+01,-1.057249427E+00,-3.834951902E-03,-8.921997622E-03, 0.000000000E+00
      1809, 1.200000010E-02,-3.840819933E-03,-8.909464814E-03, 6.140000153E+01,-1.407767773E+00,-3.840797581E-03,-8.908723481E-03, 0.000000000E+00
      1810, 1.200000010E-02,-3.847742453E-03,-8.893530816E-03, 6.140000153E+01,-1.668977618E+00,-3.847812535E-03,-8.892796002E-03, 0.000000000E+00
      1811, 1.200000010E-02,-3.844800405E-03,-8.988319896E-03, 6.140000153E+01,-2.595863044E-01,-3.844913328E-03,-8.988468908E-03,-3.158584505E-14
      1812, 1.200000010E-02,-3.848581808E-03,-8.979604580E-03, 6.140000153E+01,-7.993982434E-01,-3.848743159E-03,-8.979765698E-03, 0.000000000E+00
      1813, 1.200000010E-02,-3.853119677E-03,-8.969145827E-03, 6.140000153E+01,-1.334221125E+00,-3.853339702E-03,-8.969320916E-03, 0.000000000E+00
      1814, 1.200000010E-02,-3.858565120E-03,-8.956594393E-03, 6.140000153E+01,-1.746695757E+00,-3.858855926E-03,-8.956786245E-03, 0.000000000E+00
      1815, 1.200000010E-02,-3.865099745E-03,-8.941533975E-03, 6.140000153E+01,-2.029213667E+00,-3.865476232E-03,-8.941741660E-03, 0.000000000E+00
      1816, 1.200000010E-02,-3.871862777E-03,-9.029095061E-03, 6.140000153E+01,-2.744603753E-01,-3.871583147E-03,-9.028770030E-03,-1.887379142E-14
      1817, 1.200000010E-02,-3.875568509E-03,-9.020869620E-03, 6.140000153E+01,-8.582253456E-01,-3.875290044E-03,-9.020542726E-03, 0.000000000E+00
      1818, 1.200000010E-02,-3.880016040E-03,-9.010999463E-03, 6.140000153E+01,-1.447874427E+00,-3.879738040E-03,-9.010671638E-03, 0.000000000E+00
      1819, 1.200000010E-02,-3.885352751E-03,-8.999153972E-03, 6.140000153E+01,-1.904436588E+00,-3.885074053E-03,-8.998827077E-03, 0.000000000E+00
      1820, 1.200000010E-02,-3.891757224E-03,-8.984939195E-03, 6.140000153E+01,-2.196298122E+00,-3.891475732E-03,-8.984617889E-03, 0.000000000E+00
      1821, 1.200000010E-02,-3.906244878E-03,-9.063737467E-03, 6.140000153E+01,-2.777853310E-01,-3.906204598E-03,-9.063690901E-03, 1.765254609E-14
      1822, 1.200000010E-02,-3.909719177E-03,-9.055851027E-03, 6.140000153E+01,-8.641544580E-01,-3.909680992E-03,-9.055800736E-03, 0.000000000E+00
      1823, 1.200000010E-02,-3.913888708E-03,-9.046388790E-03, 6.140000153E+01,-1.454704165E+00,-3.913852852E-03,-9.046331048E-03, 0.000000000E+00
      1824, 1.200000010E-02,-3.918891773E-03,-9.035032243E-03, 6.140000153E+01,-1.911500216E+00,-3.918859642E-03,-9.034967050E-03, 0.000000000E+00
      1825, 1.200000010E-02,-3.924896009E-03,-9.021405131E-03, 6.140000153E+01,-2.189741850E+00,-3.924868535E-03,-9.021329693E-03, 0.000000000E+00
      1826, 1.200000010E-02,-3.946754150E-03,-9.090973064E-03, 6.140000153E+01,-2.717590630E-01,-3.946573008E-03,-9.090893902E-03, 2.015054790E-14
      1827, 1.200000010E-02,-3.950132988E-03,-9.083392099E-03, 6.140000153E+01,-8.466269374E-01,-3.949900623E-03,-9.083304554E-03, 0.000000000E+00
      1828, 1.200000010E-02,-3.954187967E-03,-9.074294940E-03, 6.140000153E+01,-1.426612020E+00,-3.953893203E-03,-9.074197151E-03, 0.000000000E+00
      1829, 1.200000010E-02,-3.959052730E-03,-9.063377976E-03, 6.140000153E+01,-1.875822067E+00,-3.958683927E-03,-9.063270874E-03, 0.000000000E+00
      1830, 1.200000010E-02,-3.964891192E-03,-9.050277993E-03, 6.140000153E+01,-2.138868809E+00,-3.964430653E-03,-9.050163440E-03, 0.000000000E+00
      1831, 1.200000010E-02,-3.991109785E-03,-9.109538049E-03, 6.140000153E+01,-2.613728642E-01,-3.990930039E-03,-9.109511040E-03,-2.184363801E-14
      1832, 1.200000010E-02,-3.992938437E-03,-9.101740085E-03, 6.140000153E+01,-8.142632246E-01,-3.992706072E-03,-9.101712145E-03, 0.000000000E+00
      1833, 1.200000010E-02,-3.995133098E-03,-9.092383087E-03, 6.140000153E+01,-1.373909950E+00,-3.994836938E-03,-9.092357010E-03, 0.000000000E+00
      1834, 1.200000010E-02,-3.997766413E-03,-9.081154130E-03, 6.140000153E+01,-1.811710954E+00,-3.997391555E-03,-9.081139229E-03, 0.000000000E+00
      1835, 1.200000010E-02,-4.000927322E-03,-9.067678824E-03, 6.140000153E+01,-2.062359571E+00,-4.000453278E-03,-9.067690931E-03, 0.000000000E+00
      1836, 1.200000010E-02,-4.038644023E-03,-9.119017050E-03, 6.140000153E+01,-2.420116067E-01,-4.038571846E-03,-9.119001217E-03,-2.270406085E-14
      1837, 1.200000010E-02,-4.039810970E-03,-9.111139923E-03, 6.140000153E+01,-7.480341196E-01,-4.039694089E-03,-9.111114778E-03, 0.000000000E+00
      1838, 1.200000010E-02,-4.041211680E-03,-9.101686999E-03, 6.140000153E+01,-1.264757752E+00,-4.041041248E-03,-9.101650678E-03, 0.000000000E+00
      1839, 1.200000010E-02,-4.042891786E-03,-9.090341628E-03, 6.140000153E+01,-1.678273439E+00,-4.042658024E-03,-9.090292268E-03, 0.000000000E+00
      1840, 1.200000010E-02,-4.044908099E-03,-9.076729417E-03, 6.140000153E+01,-1.913851380E+00,-4.044598434E-03,-9.076661430E-03, 0.000000000E+00
      1841, 1.200000010E-02,-4.086749163E-03,-9.119082242E-03, 6.140000153E+01,-2.227386236E-01,-4.086872563E-03,-9.119109251E-03, 0.000000000E+00
      1842, 1.200000010E-02,-4.086447414E-03,-9.111348540E-03, 6.140000153E+01,-6.877114177E-01,-4.086526576E-03,-9.111393243E-03, 0.000000000E+00
      1843, 1.200000010E-02,-4.086085595E-03,-9.102066979E-03, 6.140000153E+01,-1.163042068E+00,-4.086112138E-03,-9.102147073E-03, 0.000000000E+00
      1844, 1.200000010E-02,-4.085651599E-03,-9.090930223E-03, 6.140000153E+01,-1.555365205E+00,-4.085615277E-03,-9.091073647E-03, 0.000000000E+00
      1845, 1.200000010E-02,-4.085130990E-03,-9.077565745E-03, 6.140000153E+01,-1.791716337E+00,-4.085021093E-03,-9.077840485E-03, 0.000000000E+00
      1846, 1.200000010E-02,-4.133542068E-03,-9.109603241E-03, 6.140000153E+01,-2.056200355E-01,-4.133614246E-03,-9.109590203E-03, 2.184363801E-14
      1847, 1.200000010E-02,-4.130946472E-03,-9.101949632E-03, 6.140000153E+01,-6.266621351E-01,-4.131020047E-03,-9.101939388E-03, 0.000000000E+00
      1848, 1.200000010E-02,-4.127832130E-03,-9.092764929E-03, 6.140000153E+01,-1.055453300E+00,-4.127907567E-03,-9.092758410E-03, 0.000000000E+00
      1849, 1.200000010E-02,-4.124094732E-03,-9.081741795E-03, 6.140000153E+01,-1.418032169E+00,-4.124172032E-03,-9.081744589E-03, 0.000000000E+00
      1850, 1.200000010E-02,-4.119609483E-03,-9.068515152E-03, 6.140000153E+01,-1.647704840E+00,-4.119690973E-03,-9.068529122E-03, 0.000000000E+00
      1851, 1.200000010E-02,-4.178711679E-03,-9.090809152E-03, 6.140000153E+01,-1.689410061E-01,-4.178706557E-03,-9.090794250E-03, 4.563016631E-14
      1852, 1.200000010E-02,-4.176356830E-03,-9.082867764E-03, 6.140000153E+01,-5.023187399E-01,-4.176349845E-03,-9.082847275E-03, 0.000000000E+00
      1853, 1.200000010E-02,-4.173531197E-03,-9.073338471E-03, 6.140000153E+01,-8.341592550E-01,-4.173521418E-03,-9.073309600E-03, 0.000000000E+00
      1854, 1.200000010E-02,-4.170140717E-03,-9.061903693E-03, 6.140000153E+01,-1.119687676E+00,-4.170127679E-03,-9.061863646E-03, 0.000000000E+00
      1855, 1.200000010E-02,-4.166071769E-03,-9.048181586E-03, 6.140000153E+01,-1.317576885E+00,-4.166054539E-03,-9.048125707E-03, 0.000000000E+00
      1856, 1.200000010E-02,-4.219318740E-03,-9.063539095E-03, 6.140000153E+01,-1.375588179E-01,-4.219604190E-03,-9.063315578E-03, 2.486899745E-14
      1857, 1.200000010E-02,-4.217083566E-03,-9.055217728E-03, 6.140000153E+01,-4.064515233E-01,-4.217369016E-03,-9.054993279E-03, 0.000000000E+00
      1858, 1.200000010E-02,-4.214400891E-03,-9.045231156E-03, 6.140000153E+01,-6.792169213E-01,-4.214686807E-03,-9.045008570E-03, 0.000000000E+00
      1859, 1.200000010E-02,-4.211181775E-03,-9.033247828E-03, 6.140000153E+01,-9.471048713E-01,-4.211468622E-03,-9.033028036E-03, 0.000000000E+00
      1860, 1.200000010E-02,-4.207319580E-03,-9.018868208E-03, 6.140000153E+01,-1.222350240E+00,-4.207608290E-03,-9.018654004E-03, 0.000000000E+00
      1861, 1.200000010E-02,-4.253743216E-03,-9.028875269E-03, 6.140000153E+01,-1.418854892E-01,-4.253698979E-03,-9.028913453E-03,-2.331468352E-14
      1862, 1.200000010E-02,-4.251371138E-03,-9.020165540E-03, 6.140000153E+01,-4.382885098E-01,-4.251324572E-03,-9.020198137E-03, 0.000000000E+00
      1863, 1.200000010E-02,-4.248523619E-03,-9.009714238E-03, 6.140000153E+01,-7.784836888E-01,-4.248475656E-03,-9.009739384E-03, 0.000000000E+00
      1864, 1.200000010E-02,-4.245107062E-03,-8.997172117E-03, 6.140000153E+01,-1.156664968E+00,-4.245056305E-03,-8.997187950E-03, 0.000000000E+00
      1865, 1.200000010E-02,-4.241007380E-03,-8.982122876E-03, 6.140000153E+01,-1.561571956E+00,-4.240952432E-03,-8.982124738E-03, 0.000000000E+00
      1866, 1.200000010E-02,-4.280208610E-03,-8.988387883E-03, 6.140000153E+01,-1.557374150E-01,-4.280899186E-03,-8.987123147E-03,-4.163336342E-14
      1867, 1.200000010E-02,-4.276447929E-03,-8.979822509E-03, 6.140000153E+01,-4.995181262E-01,-4.277105443E-03,-8.978482336E-03, 0.000000000E+00
      1868, 1.200000010E-02,-4.271934740E-03,-8.969543502E-03, 6.140000153E+01,-9.035635591E-01,-4.272545222E-03,-8.968096226E-03, 0.000000000E+00
      1869, 1.200000010E-02,-4.266518634E-03,-8.957209066E-03, 6.140000153E+01,-1.339453101E+00,-4.267057404E-03,-8.955597878E-03, 0.000000000E+00
      1870, 1.200000010E-02,-4.260019399E-03,-8.942407556E-03, 6.140000153E+01,-1.746076226E+00,-4.260428250E-03,-8.940500207E-03, 0.000000000E+00
      1871, 1.200000010E-02,-4.297876731E-03,-8.943531662E-03, 6.140000153E+01,-2.024905831E-01,-4.298012704E-03,-8.943103254E-03,-1.754152379E-14
      1872, 1.200000010E-02,-4.291921854E-03,-8.935412392E-03, 6.140000153E+01,-6.489297152E-01,-4.292055499E-03,-8.934981190E-03, 0.000000000E+00
      1873, 1.200000010E-02,-4.284776747E-03,-8.925669827E-03, 6.140000153E+01,-1.162203193E+00,-4.284908064E-03,-8.925234899E-03, 0.000000000E+00
      1874, 1.200000010E-02,-4.276202992E-03,-8.913978934E-03, 6.140000153E+01,-1.678847313E+00,-4.276331514E-03,-8.913541213E-03, 0.000000000E+00
      1875, 1.200000010E-02,-4.265913740E-03,-8.899949491E-03, 6.140000153E+01,-2.154992819E+00,-4.266041331E-03,-8.899509907E-03, 0.000000000E+00
      1876, 1.200000010E-02,-4.306872375E-03,-8.895767853E-03, 6.140000153E+01,-2.324836701E-01,-4.306949675E-03,-8.895093575E-03, 0.000000000E+00
